Tour;Length;GiftIds;TotalWeight;Weights
779;10159525.7243592;44822,4982,85997,98057,23961,68715,39307,63055,88914,40009,41796,40511,43468,52571,27137,21438,50318,60974,24856,24662,11248,7679,96808,75496,53686,46650,97640,27911,62208,19912,61255,12359,70027,63143,29311,10360,41054,27516,95786,11557,87886,53327,53978,21606,64616,86854,41705,51943,34948,35730,93013,65456,83129,43975,25686,8628,87982,23522,64624,48131,55673,35441,49498,76884,53331,9541,87550,68205,63209,86020,86754,88699,53210,63865;999.814550567;1+14.64909369+15.02522177+10.62461655+35.50626395+27.04907035+22.84534283+21.87517142+13.29439709+33.23913658+41.73894046+36.73844661+14.83259629+6.48135845+16.65855173+8.887326452+1+1+19.5231003+42.96851834+1+11.83135739+1+7.066111154+16.89273739+44.60743022+5.329281815+1+17.77719156+24.05743292+1+1+1+19.93120333+4.175230228+1+23.21457994+8.680096376+1+5.442039561+1+14.71877273+8.830152674+1+28.63672855+16.36307534+1+6.770883193+1+1+6.029322877+46.73232315+50+43.47153375+37.83687698+1+28.25291477+1+1+1+41.8058461+1+30.06046718+29.35294796+3.389392278+5.419702613+1+1+1+1+1+1.087018116+1+3.11474756
780;10055086.8463504;98813,48632,16189,3611,85409,74514,46975,50583,74859,24933,96388,99573,21980,14940,3690,75903,98945,16633,38886,3825,5146,33384,63818,11812,37928,85221,77907,67274,68397,15455,91760,91498,32668,5719,22727,9552,19285,89494,77011,17377,52676,44411,93584,79743,5642,78598,20485,79154,58144,57227,45570,23834,14755,95861,47778,13749,15213,16522,64068,75679,30704,12711,91731,14428,39588;999.509615031;28.91846401+1+37.30571491+6.693473485+5.90712991+14.11275294+22.64839014+50+2.151206398+49.32968226+11.03477162+19.98098948+24.65535573+2.171766242+1+13.53026699+9.809081091+10.52191682+39.8325732+23.97299706+7.100662644+1+1+1+18.26713852+36.49921978+1+1+21.78455564+35.249484+27.41355895+32.75414565+1+25.14330907+24.73000075+15.98298011+1+1.936611986+37.07607539+1+29.08618122+21.33568982+1+50+4.792238277+1+25.87403467+16.81544859+43.82576925+8.872290699+11.00330239+30.59539882+15.51695237+7.581379442+1+30.55646578+12.85529255+5.581446455+8.38832717+1+1+1+1+2.315122752+1
781;10153989.35708;76934,45242,53794,59638,15342,24346,50045,75543,34120,1167,99414,95197,30368,29128,56681,45267,89819,51901,40383,50656,51813,95472,57594,69673,24516,46170,89065,29574,32096,38892,908,50090,60298,77755,89164,57487,7582,74845,79264,22426,97356,85644,67501,20199,59297,42504,10335,20962,91467,88975,16455,52494,88603,17694,44727,10980,53202,93110,28626,91497,78064,73726,70375,7267,24507,13649,46015,88804,25175,51003,68804,3183,63267,76984,65437,29452,65442,41873,5303;999.245947272;10.31046001+26.5965561+22.32375388+1+5.457190808+1+6.037108653+12.90536071+1+19.25846431+2.368388156+1+1+23.31489+12.87091281+21.6607716+15.96884122+17.97912897+11.29832701+15.07226475+1+27.22850464+41.95843255+9.339458854+1+43.3997464+29.17205208+3.217952003+1+13.50362133+1+50+13.32665699+3.596533031+1+1+13.49999276+11.46870083+41.16466753+12.05720278+1+38.4736141+28.44189208+6.596613082+15.79932586+1.867513308+6.851324207+32.42833511+5.599096724+5.239274237+1+1+7.124892448+1+1+17.36945729+35.72393011+1.297730925+50+1.546781634+7.546328196+23.16756833+50+1+25.23033912+1+31.44942859+1+22.58174112+1+1+9.702243377+4.728634019+1+1+8.12394264+1+1+1
782;10280053.2812815;60002,65930,23548,71837,41830,73379,24123,99778,10395,69962,64947,67249,45451,39574,44152,24260,17747,6997,52779,9865,8598,14614,87655,28634,52499,19070,65240,72612,27556,9234,30138,64120,75420,40312,9084,46149,56803,52401,9465,22102,18190,91799,86742,75431,86653,25241,32282,38466,79638,23802,93432,36451,60305,64300,71048,142,11608,5805,58928,98200,76456,53541,90463,23187,34633,65415,65655,59315,51984,84231,45404,46933,62560,51781,31859,25765;999.649160304;1+16.78193821+1+1+12.78572359+17.38967893+37.66432803+14.41250391+12.64409031+1+1+20.0833442+1+19.10361851+18.36376232+27.88957315+4.09448844+13.77597032+2.932927811+4.376470957+8.825554005+1+37.59336878+29.01402161+32.55887483+13.82802708+4.977718071+5.892016226+38.03949944+9.016360849+13.0568665+2.652498261+25.11103869+7.958927056+1+14.24845922+1+43.01639853+27.87151745+1+32.13150888+10.1424461+1.309085404+6.205864174+1+1+1+1+1+21.74034197+30.40585397+19.23496659+31.59102684+2.950059025+26.3168841+1+32.01109434+1+9.291043857+16.68563905+26.21874524+1+24.69114597+30.63784191+10.78309134+9.074191431+45.74034306+29.2851185+20.19140016+1+3.051903107+1+1+1+1+1
783;10217723.677338;14076,64555,49896,66608,36326,77712,37309,27222,8442,11424,15125,17700,92997,29492,30307,46627,36666,99017,78202,76843,48339,71878,71803,78524,48594,95419,56686,61099,9454,92917,38583,67497,60272,6275,27908,26469,98125,3769,94085,78169,71638,68610,31866,21029,95092,25093,66336,2958,92076,94128,32295,14965,79723,89428,30176,47413,12293,92527,57038,49094,72751,73854,36964,33280,49125,87415,91920,94186;999.269511381;15.09243328+1+1+3.725036823+1+17.39989834+5.216697897+21.82228937+1+26.98576789+1+1+1+28.09656938+2.996890701+17.27076234+1+1+3.341609852+1+2.311896754+15.64441324+43.39760307+4.318554993+1+43.05886939+24.63668226+11.47577742+15.99808767+26.72593934+50+38.42406601+42.88259011+13.50302796+18.38783042+3.202149307+1+50+40.93597842+1+13.25048871+22.45042511+15.15804887+7.988821941+41.29913063+16.64498958+42.12902612+1+1+50+1+15.42855816+5.923313096+20.20718776+9.027487136+25.8181748+33.67310933+4.944085461+24.9398868+21.0894131+19.44594254+1+1+1+1+1+1+1
784;11008701.445504;57161,64257,50386,13554,71579,75816,38506,37425,79162,98386,89379,68789,8892,4813,22518,41420,27062,5968,82085,25023,85649,64610,33716,19567,70544,74538,27169,58694,46621,34213,47696,80658,25773,69468,64786,77459,49989,86587,51091,71111,24648,48703,1986,54235,97955,7442,70658,51221,42058,50933,36984,25444,50423,71886,82725,25716,44168;999.671650512;5.20813439+14.29763374+31.92510302+7.015552386+15.18719706+10.19613237+2.974266797+24.10815742+14.70298523+1+1+1+10.12936752+22.07412738+19.12948028+1+17.83304017+1+1+30.72956143+7.603446193+27.27651179+19.06871986+1+1+14.09943449+1+1+32.11850274+50+23.26085825+46.95884512+1+8.956255787+26.49817907+34.17437335+44.65248051+50+20.09427412+14.84208365+15.46950639+19.16714229+43.40674025+11.07790903+29.13738363+19.067602+6.883194098+34.43107308+13.22790047+26.75307786+27.31816274+29.68528304+18.96317938+6.583088761+40.38570337+1+1
785;10217426.1834372;24550,54170,33470,60183,35376,39324,83137,24287,14295,9023,87346,45671,3606,28530,44781,97601,83545,85541,49755,67080,10011,18760,75758,33317,96340,69056,6515,88197,23013,35385,72782,6177,65828,22533,51114,48270,86338,73091,62963,54765,58085,26226,74424,71895,12183,45944,16346,66724,42550,35967,24543,7187,54211,39930,68741,72006,48050,29210,99143,67925,40845,57199,44657;999.893081759;15.20427536+11.57354768+41.93802775+7.313791456+1+1+1+42.56687948+49.04218333+16.7088918+16.31402741+18.19551595+18.48444975+18.04324703+38.86226985+20.97530052+39.75295521+37.17461787+23.54765622+34.76566897+17.30409571+4.386280456+1+20.93529948+14.8397943+22.3807576+14.76316169+12.11064148+4.298853806+34.27417511+1+7.539824236+9.766264549+20.53795326+36.89559916+32.89794517+18.79513942+3.125827482+17.69434331+2.032232033+6.868782455+2.898180092+41.25579891+1+1+9.773167709+1+8.731362989+1.832625968+31.26900941+17.77323991+13.72320491+22.45612903+22.21985968+1+15.66624723+30.04020193+9.08715809+7.16520696+1+1+1+2.091412598
786;10209588.8171861;38598,14453,43877,71268,44422,12074,34689,53774,48577,91172,45200,55911,67261,86067,69419,76888,87402,8494,96479,67803,44529,48007,22316,52554,93473,81350,63310,71255,28190,84095,59980,64259,82715,56648,76283,98012,8637,13539,15350,95368,59565,76964,20303,34307,20820,85540,88620,35169,76639,82689,75870,68869,59420,60752,68346,96701,39535,74973,72610,78112,57107,89826,92505,97908,83961;999.688639985;1+20.68341654+16.60697754+1+50+50+45.40493048+20.98423795+33.01299241+38.54858564+1+1+26.41094738+23.70287362+1+37.3100406+18.75796264+12.7333522+1+1+1.363451212+46.58767495+2.820054153+14.84347868+1+1.096064698+1+1+1+1+15.17225552+1+28.11219953+1+17.76022783+27.27480086+13.23699022+50+27.60729649+32.19892009+3.020247167+6.497975673+1+24.76215334+14.11184869+19.58178761+47.33781768+34.85939053+1+12.06916558+16.32142077+44.3500345+27.3360193+50+1+1+1+1+1+1.211047912+1+1+1+1+1
787;9789954.88566148;96118,39436,70335,70458,16336,42077,84476,78089,10654,3240,72013,75314,26317,50772,62871,76959,57915,79932,66670,51536,78137,8611,83024,56659,5881,24923,48794,16630,62888,8658,59969,60483,3293,33276,13100,52106,25778,19331,44825,21024,34475,10270,80338,89796,3337,45489,82252,1172,70045;999.535474792;49.55337771+26.77189088+47.04954805+42.52677088+50+41.3220145+26.39851819+32.8511961+17.10313938+1+26.79515883+10.68086954+1+1+31.35114565+1+14.49842796+1+25.8038485+40.12109653+10.08750961+41.77516085+14.33703031+29.16144526+5.705838587+18.01299569+1+23.32797128+1+39.65753549+1+34.21086482+35.22664857+18.79177285+6.028099164+29.86079035+8.683089227+19.02588605+1+6.510631154+28.20045642+1+48.70670604+37.32446338+1+17.48134941+31.59222758+1+1
788;11005621.1261207;72757,23465,35724,18904,86234,43881,39794,7480,63480,78633,91077,95422,56124,16920,91322,89294,65252,82922,44990,28618,62824,97604,96770,9203,53376,55779,90618,92778,51715,63735,65852,59343,34979,79217,70949,72582,79964,4288,26895,2039,94144,97589,8476,44601,7959,15691,20681,11403,15295,26305,39522,47232,86683,55061,33274,84738,435,64269,35152,98877,21215,19088,95050,63588,60027,55637,52687,29076,69113,91089,62659,49629,6720,43677,53219,37985,27934,44222;999.865904038;11.0833401+10.42608314+6.552766048+23.13513172+32.63412052+4.777977869+1+11.31717891+17.71336461+12.83558615+1+1+1+11.82908531+16.78594134+20.97624619+1+20.5218647+1+1+1+21.66976834+5.628614383+7.026582879+20.09928014+1+6.622579347+26.5456655+14.23565074+37.75860826+38.78223806+23.49732053+30.62546963+18.78780439+8.816335343+6.140145019+19.83174286+1+1+22.29884861+11.28610812+18.57704084+19.96513194+21.72943808+4.023571509+47.93796123+26.502873+16.5352679+1+5.947671969+6.148160188+6.019143881+8.876863418+18.69529434+29.00114145+23.95163686+11.15426911+4.764637191+27.36658829+39.22308792+14.53871853+1+10.85426153+10.38314069+31.19614115+17.77413267+1+1+1+9.001119425+10.72348195+1+9.633423291+5.440217692+1+1+3.660039236+1
789;9823912.40036152;45182,10892,85710,96761,11779,95744,31648,33722,42885,98994,80895,7999,62765,36385,50236,51173,53700,57272,71063,70302,48842,97028,97181,46988,13834,552,12857,16136,90624,81379,87664,31034,70387,31463,6558,74362,36890,13884,54402,5256,9376,32130,50069,64960,39618,50403,2735,45507,76786,32098,94273,18039,16538,53984,22995,86468,52346,12607,38055,81122,9628,79833,19178,92187,21211,37434,30722,74345,18583,32365,35762,92981;999.513085165;1+13.7185996+15.47904771+20.40155863+22.62535656+1+20.9619125+38.34879649+13.59488399+16.53973889+4.941719168+30.6357612+1+1+2.548997125+27.96472854+1+28.51142785+7.649598954+32.92917946+36.63055743+1+1+15.49098172+23.4606485+15.4426161+17.68026917+25.63433948+1+37.39362879+25.86707275+21.18875438+50+1+32.58433741+16.47202825+1+16.43309743+23.39307777+1+1+1+7.304613882+38.08393894+11.36576338+11.97569733+4.869279762+1+2.523602054+1+26.42535612+23.66397121+1+23.46696703+30.89794659+1+18.62039983+1+1+33.11014304+7.843177692+1+4.595228941+30.75870922+12.60121088+1+1+14.67294615+2.018559047+16.19285822+1+1
790;10425185.1615128;2539,12268,37534,16685,74043,85329,22496,36111,20160,2122,17830,31665,29144,66299,39455,53455,16527,52052,40406,74547,80651,63703,9533,58325,4766,33210,76942,96112,99847,31995,8528,13738,11341,71945,6326,1035,43674,16676,70850,73443,43743,50144,33974,42622,34648,64088,77879,46167,89410,31452,77084,11624,51871,46980,4276,19260,29385,49839,16335,17655,65881,53888,14570,74665,53212,72894,13011,75657,43094,59899,26604,68470,75379,72497,23311,28345,9871;999.599685901;1+5.347482605+33.2316397+25.46408055+46.42431406+30.18985747+1+7.826143788+1+4.267504644+13.50762053+10.76092172+27.81546693+4.105534351+31.85695197+1+2.503714461+21.78972685+24.88886131+38.24421519+17.97016187+1+23.79146678+1+1+1+1+1+14.12024301+18.57707424+1+1+2.209356442+1+16.84819325+50+5.746837327+8.250597572+15.38089429+2.455615237+18.48947339+21.90061311+49.22246871+1+23.33378431+1+10.30251732+1+8.709516013+18.9695634+1+50+1+1+1+1+33.09950773+26.62477589+28.42412987+20.27967021+19.06343457+50+1+1+12.74199375+10.17742633+14.93873614+1+18.56051408+1+22.96197977+1+8.225105161+1+1+1+1
791;11296480.5943521;1067,70137,14943,75995,48488,34634,87030,65558,10861,60650,36660,3334,74188,54714,87965,51377,64532,60221,72548,79536,8821,31885,70806,97523,90569,95494,54851,31643,31330,49399,12253,15922,29558,56501,24104,7225,46181,21084,80587,14945,43313,7167,89104,45473,77779,6495,70993,45986,69304,88781,81656,90959,62907,98027,52537,73863,72476,9237,25453,2211;999.221944722;8.767622577+22.16169673+46.0721154+1+1+7.489027102+1+1+10.65770255+4.231004972+1+30.41926467+23.29044337+1+1+1+31.00163618+5.903821209+30.3808135+5.667949001+1+5.834230769+19.12744787+28.93420804+14.19797823+1.766232444+16.66120998+7.40201522+24.07321413+5.511106112+32.29138961+43.5375388+12.52319545+15.30972046+4.436717935+1+23.45327074+17.5228911+1+39.35929636+9.490631193+35.85160992+38.53103379+13.32520104+14.1936068+19.5899416+19.74131762+44.76195005+15.59449841+22.33733926+11.93294012+42.77038194+16.43595258+11.96374158+1+44.83930138+50+27.70220318+1+9.175533748
792;10083929.8498573;8280,90045,32507,32849,3508,80384,75834,63160,3576,80670,33859,86957,42376,7717,82212,58979,66960,23025,27725,87471,37838,72804,56443,17287,64510,32717,48461,38316,27096,29054,53640,43349,60504,18594,18480,11397,40958,21201,60936,50532,73045,60424,5042,87804,8360,59164,25206,7725,75333,14574,71598,63192,20195,66532,10514,42268,92546,84058,58347,76185,63669,98041,62767,51530,48975,2,19256,38511,86613,12652,19993,53314;999.885965828;6.781481808+21.13389084+5.99609708+35.23053696+1+1+6.059734799+24.85702361+1+12.73684689+13.78174543+22.2700404+27.12013397+36.84972587+11.38627458+15.87473258+21.09130007+11.07892226+1+2.398977527+23.97775055+1+25.03450105+29.16159987+7.885056022+1+1+19.69009306+28.25517413+35.95794632+1+6.936805486+3.044902061+7.307813375+12.26847106+50+20.30778756+19.78902922+7.598780008+29.24885319+8.993174263+33.85496561+1+50+31.42489498+1+6.314568994+1+1+16.30642082+1+35.30601814+1+37.06293732+8.365363829+7.83463391+8.831116496+1+1+19.67673389+11.45689927+1+26.91443702+1+1+15.52447957+1+20.03113762+37.87615646+1+1+1
793;9992105.25912524;71997,53659,36448,16437,58818,75180,28146,8921,70453,22138,82051,86631,9051,19716,40026,81678,62911,11282,10721,98713,88320,79523,11507,94788,54778,94044,68362,25477,87009,29935,48788,99290,88983,92463,32718,140,82001,28203,25504,73714,9326,26093,21176,45926,77690,44579,11906,89900,1949,26043,17818,76463,83116,33373,66411,54152,13249,94167,32518,44943,28797,8697,7925,96967,56504,88011,8838,217,77981,16170,44624,71532,63491,68708,39596,93263,18874,41726,82215;999.318042971;8.459203342+12.90746754+20.17758156+4.51430555+17.25674724+17.33224068+1.613729359+13.81519513+19.67283423+1+3.142481182+1+1+4.512655598+49.78129457+2.67674754+25.8385236+25.64557271+40.05930283+2.914614312+1+7.638339941+4.562900151+7.552785485+50+11.73619129+50+5.576848705+10.80975753+30.98753658+1+50+1+15.57532158+1+1+22.62976395+5.234352171+34.01578564+33.63390547+1+11.3823647+1+48.44215738+1+1+33.36785121+10.77122468+1+5.13751403+4.766792555+1+25.38368439+1+25.88217192+1+41.99085178+1+21.42857694+1+1+36.75202455+1+1+1+15.42275296+1+29.50535903+1+1.6575416+1+18.74555534+9.500058225+1+11.89428487+1+8.013291345+1+1
794;10531532.6054382;47136,3876,60655,12634,25187,66108,29228,17143,25728,74341,20947,6280,48485,29547,76198,72413,72187,70629,32155,68945,3217,37891,42787,7054,77472,58620,89317,29706,69142,25754,27619,50290,25473,31758,81433,40171,34196,59609,52932,35645,9220,11715,14256,13475,61961,21667,279,13207,83538,93140,1065,11432,37146,77139,82063,27864,30261,18331,33672,39275,84962,31168,476,86628,59905,8064,76772,2662,21061,12588,79960,72640,10331,19139,19759,2649,11398,99091,44539,67028,65376,23281;999.002233645;1+30.6352888+1+1+1+38.38518154+4.300549635+15.83353285+1+22.85364949+32.10048773+25.67504634+15.6286155+11.92108794+1+23.60516496+12.39211305+1+18.49570587+16.70465286+1+1+20.01241391+20.4294797+1+50+10.42970928+16.73845262+33.11470949+1+27.90751384+50+17.14741704+1+1+39.35435336+5.80777874+1.84264647+38.59637778+11.67445221+1+25.32144925+1+1+5.395937236+7.853132402+1+6.563644389+1+1+44.80458919+1+13.59010868+1+1+3.162138181+1+1+50+15.78170342+2.782684128+28.24195425+12.37304175+1.809986951+1+17.24244266+1+8.672776126+1.785293792+1+26.51886861+1+34.08346431+11.61982152+10.34108215+21.91844327+1+1+4.553290375+1+1+1
795;10109865.9004929;77647,87557,23949,57714,79253,51697,26863,33257,34640,73290,85497,98257,26138,43351,32485,41082,67932,37908,40042,18023,88633,99235,71681,5783,25794,53621,85757,57766,81394,3054,79211,93660,52543,90552,6256,74443,66919,31716,14310,4786,59637,30539,13945,38659,63395,8059,50521,10070,54656,73208,62214,37444,733,36139,73167,69596,8909,34771,27145,97469;999.880267655;31.34379844+27.53152337+42.81975268+24.72671088+50+38.76140372+17.58508596+1+18.82461504+1+39.52851928+37.59647034+33.41051753+13.52520959+24.06716348+27.15586578+11.77910658+11.34490915+1+1+1+4.660143978+8.090982694+39.16516031+1+1.857664543+1+50+8.521160917+5.329833897+41.69902399+6.596778585+35.41810753+32.13704322+7.360000296+21.75753221+18.10399639+24.92221437+7.615300396+1+22.34633101+1+1+40.88345649+27.71568794+34.13854185+1.243859049+1+1+1+50+1+1+27.40858364+1+1+12.63464998+1+1+1.27356255
796;10233608.4202333;23213,69200,7392,11801,31345,67916,31255,94690,68106,93447,16749,13699,39223,26936,92253,50654,27701,19404,23162,90540,28297,59403,74090,84537,42519,3673,30664,56088,59993,91552,21807,8078,85291,77811,18753,68309,15604,91817,84367,88492,97832,24910,39604,32163,5831,8229,18498,77781,7789,53943,33406,1819,7791,19364,84018,62552,17334,61511,31386,86609,9050,85705,37151,89470,62980,24161,92686,37763,736,29146,28502,75222,59848,41076;999.483046742;1+34.48117773+22.97525842+19.53400473+13.76561984+1+15.71639804+9.635249552+10.83996956+19.64420533+42.35729502+20.15150701+33.81227136+1+50+4.688987482+14.48775038+1+18.29503802+6.107392891+23.75710692+1+10.91354922+9.396896713+1+39.6217051+1+32.29971984+1+7.659968936+29.89074187+31.51954272+18.59324236+24.28795049+1+1+16.35984873+18.11837846+8.950987099+42.81173725+12.6317639+13.61228589+6.209411233+1+7.236351729+8.610331417+32.25508573+10.2716808+1+1+23.18177832+4.648667775+44.64481127+1+1+7.148600284+8.167626491+10.46500893+1+1+20.45906334+32.23538073+1+1+1+1+15.54882462+1+16.17536908+37.48475292+1+1+12.82275121+1
797;10278515.1211162;35422,66874,74913,83624,10530,84320,37841,57848,36861,90863,94008,88289,50898,90412,87301,58676,47701,10039,67455,23663,72206,55915,96180,75417,91575,30019,5190,57888,53924,47135,25961,85370,72064,68650,23770,21626,69873,95661,45171,74338,31357,56315,22610,17468,33918,24902,40725,36774,98451,69057,93608,79441,3101,12450,21182,60523,85530,69269,59923,72290,63584,77262,88282,81253;999.794778387;42.47605005+4.550448258+30.06621007+16.74174115+1+21.33095903+34.28754644+9.352158687+27.11443518+8.788117512+1+15.13309417+43.02965059+1+10.16259767+1+21.71254254+34.8921724+4.19101776+28.51627538+11.37287252+35.61580404+1+5.726168793+15.13622177+19.36190276+1+1+37.98513217+1+21.03598275+4.219915109+19.36665661+27.28278623+1+23.28595527+10.60170293+15.3079628+40.8490026+29.71657584+21.77385292+23.83078018+23.96777744+10.70861565+15.7200302+14.98222495+1+13.23792457+8.633551177+50+1+1+15.57200257+21.9497511+50+2.011098829+5.852286726+28.59133961+1+2.721977437+1+1+1+5.031905949
